tfopwg_disp,,ra,,dec,pl_orbper,,,,pl_trandurh,,,,pl_trandep,,,,pl_rade,,,,pl_insol,,,,pl_eqt,,,,st_teff,,,,st_rad
CANDIDATE,,284.56567,,41.778481,7.44136102,,,,4.554,,,,7.97E+01,,,,1.33,,,,315.02,,,,1075,,,,5937,,,,1.291
CANDIDATE,,285.71741,,44.758419,99.2532336,,,,7.208,,,,5.38E+02,,,,2.17,,,,1.93,,,,300,,,,5010,,,,0.715
FALSE POSITIVE,,294.36057,,38.948181,3.84933401,,,,2.299,,,,5.04E+02,,,,2.12,,,,408.84,,,,1147,,,,5984,,,,0.906
CANDIDATE,,295.67798,,51.257839,119.0833042,,,,2.558,,,,2.95E+03,,,,22.19,,,,0.78,,,,240,,,,4412,,,,0.623
CANDIDATE,,299.6611,,44.112381,27.8813154,,,,6.346,,,,2.09E+02,,,,1.54,,,,50.86,,,,681,,,,6434,,,,1.055
CANDIDATE,,298.66235,,48.24876,6.4802138,,,,3.27,,,,1.42E+02,,,,1.26,,,,180.05,,,,934,,,,5496,,,,0.983
CANDIDATE,,297.74728,,48.694309,7.50790041,,,,5.646,,,,1.45E+02,,,,1.77,,,,396.33,,,,1138,,,,6408,,,,1.337
FALSE POSITIVE,,290.28503,,40.689362,21.3910125,,,,3.512,,,,6.46E+02,,,,1.72,,,,12.88,,,,483,,,,4889,,,,0.686
CANDIDATE,,290.08276,,50.86348,14.3832267,,,,8.378,,,,1.79E+02,,,,1.84,,,,147.78,,,,889,,,,6115,,,,1.291
CANDIDATE,,290.08276,,50.86348,47.3186631,,,,10.465,,,,2.63E+02,,,,2.1,,,,30.22,,,,598,,,,6115,,,,1.291
CANDIDATE,,294.52859,,46.640968,11.12827427,,,,2.6118,,,,6.06E+03,,,,4.04,,,,6.52,,,,408,,,,3640,,,,0.503
CANDIDATE,,297.02008,,43.432549,2.21571296,,,,1.8211,,,,2.85E+02,,,,1.7,,,,638.56,,,,1283,,,,5417,,,,0.901
CANDIDATE,,296.77283,,50.188419,34.4585495,,,,7.434,,,,4.31E+02,,,,1.88,,,,23.05,,,,559,,,,6161,,,,0.862
CANDIDATE,,294.29453,,50.725368,3.35184041,,,,1.9855,,,,3.45E+02,,,,1.88,,,,661.69,,,,1294,,,,6198,,,,1.005
FALSE POSITIVE,,299.05725,,44.074902,1.615758517,,,,1.734,,,,4.17E+01,,,,1.31,,,,5140.67,,,,2158,,,,5622,,,,2.017
CANDIDATE,,285.72879,,38.506973,110.3783828,,,,12.211,,,,4.90E+02,,,,3.02,,,,11.82,,,,473,,,,6342,,,,1.359
CANDIDATE,,288.83136,,47.551991,3.4462125,,,,2.101,,,,8.35E+01,,,,0.7,,,,251.24,,,,1015,,,,5374,,,,0.721
CANDIDATE,,288.83136,,47.551991,2.005414293,,,,1.934,,,,5.95E+01,,,,0.65,,,,516.85,,,,1216,,,,5374,,,,0.721
CANDIDATE,,288.83136,,47.551991,4.28886792,,,,2.599,,,,5.93E+01,,,,0.57,,,,187.43,,,,944,,,,5374,,,,0.721
FALSE POSITIVE,,289.64764,,43.579182,1.868564038,,,,1.192,,,,1.77E+02,,,,1.4,,,,1417.56,,,,1565,,,,6065,,,,1.023
CANDIDATE,,287.94861,,42.156139,24.5752524,,,,2.258,,,,1.00E+03,,,,1.64,,,,2.35,,,,316,,,,3678,,,,0.512
CANDIDATE,,288.76697,,46.394421,15.1408916,,,,4.359,,,,4.77E+02,,,,1.93,,,,61.42,,,,714,,,,5926,,,,0.887
CANDIDATE,,289.39474,,41.782349,11.39169531,,,,5,,,,5.10E+01,,,,1.02,,,,145.67,,,,886,,,,5557,,,,1.249
CANDIDATE,,285.87579,,41.332432,10.1747037,,,,5.179,,,,5.24E+01,,,,1.04,,,,222.53,,,,985,,,,5866,,,,1.339
CANDIDATE,,284.45947,,40.142559,2.44358543,,,,1.852,,,,5.91E+01,,,,0.67,,,,574.37,,,,1249,,,,5561,,,,0.873
FALSE POSITIVE,,295.23151,,44.1129,1.7592691,,,,2.381,,,,1.40E+02,,,,1.21,,,,1254.94,,,,1519,,,,5784,,,,0.984
CANDIDATE,,294.52859,,46.640968,2.226496196,,,,1.7073,,,,1.84E+03,,,,2.1,,,,55.76,,,,697,,,,3640,,,,0.503
CANDIDATE,,294.52859,,46.640968,5.72084599,,,,2.744,,,,1.32E+03,,,,1.78,,,,15.84,,,,509,,,,3640,,,,0.503
CANDIDATE,,293.20453,,45.435398,0.962864171,,,,1.6802,,,,3.04E+02,,,,1.52,,,,1828.67,,,,1666,,,,5704,,,,0.804
CANDIDATE,,297.06961,,40.525131,16.23847733,,,,3.9699,,,,6.47E+02,,,,2.76,,,,60.35,,,,711,,,,5683,,,,0.993
CANDIDATE,,293.20453,,45.435398,6.46004728,,,,1.979,,,,3.94E+02,,,,1.8,,,,144.06,,,,883,,,,5704,,,,0.804
CANDIDATE,,287.0863,,46.945808,4.76831033,,,,3.2363,,,,2.52E+02,,,,1.78,,,,522.81,,,,1219,,,,6237,,,,1.116
CANDIDATE,,292.47797,,46.022831,44.616751,,,,7.831,,,,2.40E+02,,,,2.31,,,,54.56,,,,693,,,,6763,,,,1.424
FALSE POSITIVE,,291.68573,,39.42886,1.714410345,,,,3.336,,,,5.04E+01,,,,1.84,,,,10025.53,,,,2551,,,,6340,,,,2.498
CANDIDATE,,291.84131,,45.17918,3.40165617,,,,1.9617,,,,1.56E+02,,,,1.34,,,,552.42,,,,1236,,,,6177,,,,0.906
CANDIDATE,,299.65961,,40.843849,14.00948631,,,,3.399,,,,1.70E+02,,,,0.98,,,,34.32,,,,617,,,,5153,,,,0.767
FALSE POSITIVE,,293.07806,,38.359081,1.703359172,,,,1.914,,,,5.76E+01,,,,0.69,,,,1284.58,,,,1525,,,,6026,,,,0.904
FALSE POSITIVE,,292.23782,,39.00507,3.77881664,,,,5.819,,,,4.71E+01,,,,3.99,,,,10473.57,,,,2580,,,,6115,,,,5.544
CANDIDATE,,288.88663,,44.83955,1.311558909,,,,1.919,,,,1.41E+02,,,,1.15,,,,1776.99,,,,1655,,,,5926,,,,0.963
CANDIDATE,,285.75204,,39.24921,1.291233083,,,,1.855,,,,6.60E+01,,,,0.89,,,,2993.7,,,,1887,,,,6384,,,,1.086
CANDIDATE,,287.47852,,38.22884,10.57375145,,,,1.7259,,,,2.99E+02,,,,2.07,,,,120.25,,,,844,,,,5720,,,,1.08
CANDIDATE,,292.33755,,47.6642,3.7847507,,,,2.924,,,,3.35E+01,,,,0.7,,,,699.15,,,,1311,,,,6017,,,,1.206
CANDIDATE,,294.86319,,40.007511,2.17291055,,,,2.139,,,,7.64E+01,,,,0.93,,,,1220.49,,,,1507,,,,6164,,,,1.045
CANDIDATE,,294.33646,,44.918289,18.2206024,,,,5.109,,,,2.02E+02,,,,1.78,,,,90.43,,,,786,,,,5951,,,,1.262
CANDIDATE,,294.33646,,44.918289,7.35101287,,,,2.757,,,,1.16E+02,,,,1.42,,,,303.08,,,,1064,,,,5951,,,,1.262
CANDIDATE,,299.67587,,47.07584,47.4497134,,,,10.675,,,,2.06E+02,,,,1.61,,,,21.82,,,,551,,,,6007,,,,1.126
CANDIDATE,,292.87228,,46.098881,0.929906166,,,,1.743,,,,1.09E+02,,,,1.48,,,,6514.57,,,,2291,,,,6039,,,,1.413
FALSE POSITIVE,,299.55634,,40.460297,0.784513087,,,,1.9206,,,,3.17E+02,,,,131.4,,,,3036857.56,,,,10634,,,,3853,,,,78.869
CANDIDATE,,291.18497,,40.311211,4.11585514,,,,1.4858,,,,4.26E+02,,,,1.93,,,,151.55,,,,895,,,,4827,,,,0.823
CANDIDATE,,295.43967,,44.039162,6.57159435,,,,3.1044,,,,6.57E+01,,,,1.26,,,,507.81,,,,1211,,,,6042,,,,1.432
CANDIDATE,,285.01721,,42.085381,33.878639,,,,6.194,,,,7.00E+02,,,,3.52,,,,24,,,,564,,,,5533,,,,1.072
CANDIDATE,,292.08746,,49.788761,27.5722144,,,,5.256,,,,2.96E+02,,,,1.94,,,,38.62,,,,636,,,,5912,,,,1.09
CANDIDATE,,286.33835,,48.744099,2.12821621,,,,3.146,,,,2.59E+01,,,,0.7,,,,1831.55,,,,1668,,,,5952,,,,1.377
FALSE POSITIVE,,284.4447,,40.693508,0.703399912,,,,0.823,,,,5.31E+02,,,,2.15,,,,3879.31,,,,2013,,,,5955,,,,0.91
FALSE POSITIVE,,298.85361,,40.131088,2.5355023,,,,7.189,,,,3.55E+02,,,,2.7,,,,1127.68,,,,1477,,,,6268,,,,1.1
CANDIDATE,,293.68356,,47.833141,0.868122253,,,,1.5471,,,,2.31E+02,,,,1.65,,,,4163.14,,,,2047,,,,6116,,,,1.084
FALSE POSITIVE,,295.15051,,46.772305,1.332560553,,,,3.315,,,,3.17E+01,,,,0.4,,,,574.99,,,,1249,,,,4947,,,,0.714
FALSE POSITIVE,,295.15051,,46.772305,18.936061,,,,22.27,,,,2.43E+01,,,,0.34,,,,16.7,,,,516,,,,4947,,,,0.714
CANDIDATE,,291.34998,,45.172272,10.65275054,,,,2.684,,,,7.41E+02,,,,2.2,,,,69.81,,,,737,,,,5602,,,,0.817
CANDIDATE,,296.29355,,43.403271,3.30040818,,,,4.462,,,,9.88E+01,,,,1.43,,,,1341.9,,,,1543,,,,6333,,,,1.438
FALSE POSITIVE,,298.03931,,39.901939,5.62950902,,,,6.542,,,,2.98E+02,,,,2.11,,,,216.41,,,,979,,,,5822,,,,0.898
CANDIDATE,,296.26456,,39.40596,13.84301228,,,,4.077,,,,5.68E+02,,,,1.98,,,,56.45,,,,699,,,,5745,,,,0.837
CANDIDATE,,296.26456,,39.40596,24.2758992,,,,4.59,,,,7.02E+02,,,,2.25,,,,26.68,,,,580,,,,5745,,,,0.837
CANDIDATE,,294.83102,,46.659592,54.4099612,,,,9.314,,,,1.93E+02,,,,1.56,,,,16.35,,,,513,,,,5746,,,,1.133
FALSE POSITIVE,,293.07834,,42.277039,9.12209336,,,,4.347,,,,9.07E+02,,,,28.17,,,,131.35,,,,863,,,,5899,,,,0.96
CANDIDATE,,288.95551,,44.7057,19.94752741,,,,1.756,,,,8.61E+02,,,,2.52,,,,36.14,,,,625,,,,5749,,,,0.864
CANDIDATE,,291.25018,,49.231834,13.84984567,,,,7.2783,,,,8.46E+01,,,,1.45,,,,214.98,,,,977,,,,5919,,,,1.585
CANDIDATE,,288.37024,,43.35461,6.12479773,,,,3.466,,,,1.29E+02,,,,1.51,,,,399.43,,,,1140,,,,6052,,,,1.202
CANDIDATE,,288.37024,,43.35461,11.24284815,,,,4.241,,,,1.36E+02,,,,1.44,,,,177.7,,,,931,,,,6052,,,,1.202
CANDIDATE,,288.37024,,43.35461,4.02877097,,,,3.173,,,,1.00E+02,,,,1.21,,,,699.45,,,,1311,,,,6052,,,,1.202
CANDIDATE,,288.37024,,43.35461,8.92114318,,,,3.933,,,,1.11E+02,,,,1.27,,,,241.79,,,,1006,,,,6052,,,,1.202
CANDIDATE,,288.10086,,50.033718,7.81285862,,,,4.098,,,,1.17E+02,,,,1.68,,,,483.06,,,,1196,,,,6237,,,,1.543
CANDIDATE,,287.34573,,43.378391,18.01164974,,,,6.7367,,,,1.08E+02,,,,1.83,,,,155.37,,,,900,,,,6477,,,,1.459
CANDIDATE,,293.60873,,42.197681,0.916142298,,,,1.1555,,,,9.85E+01,,,,0.6,,,,507.47,,,,1212,,,,4374,,,,0.614
FALSE POSITIVE,,299.07883,,40.832291,0.597933473,,,,1.918,,,,1.06E+02,,,,1.24,,,,10196.42,,,,2564,,,,6543,,,,1.159
FALSE POSITIVE,,283.73706,,47.797131,2.69636494,,,,3.892,,,,1.09E+02,,,,1.24,,,,925.14,,,,1406,,,,5653,,,,1.139
CANDIDATE,,299.16049,,41.14373,6.99205021,,,,5.037,,,,3.34E+01,,,,1.06,,,,479.87,,,,1194,,,,6057,,,,1.467
CANDIDATE,,290.20163,,48.185822,12.0999065,,,,3.558,,,,1.66E+02,,,,1.39,,,,100.37,,,,807,,,,5553,,,,1.098
CANDIDATE,,290.20163,,48.185822,5.36375016,,,,2.94,,,,1.14E+02,,,,1.15,,,,296.73,,,,1059,,,,5553,,,,1.098
FALSE POSITIVE,,296.88654,,42.655079,3.17319407,,,,2.512,,,,1.36E+02,,,,0.91,,,,318.23,,,,1077,,,,5369,,,,0.784
FALSE POSITIVE,,291.89893,,41.744492,5.24368302,,,,10.873,,,,2.25E+02,,,,0.91,,,,43.13,,,,654,,,,4194,,,,0.629
CANDIDATE,,292.37903,,39.435841,5.1952021,,,,2.1552,,,,3.21E+02,,,,1.37,,,,115.35,,,,836,,,,5044,,,,0.738
FALSE POSITIVE,,294.47125,,40.278759,0.591280187,,,,1.1656,,,,1.35E+02,,,,1.3,,,,7620.01,,,,2385,,,,6246,,,,1.092
CANDIDATE,,283.45319,,45.084141,3.93766786,,,,4.655,,,,2.43E+01,,,,1.36,,,,3388.82,,,,1947,,,,6277,,,,2.741
CANDIDATE,,290.9288,,47.887249,31.6084371,,,,3.675,,,,3.32E+02,,,,1.89,,,,38.1,,,,634,,,,6341,,,,1.033
CANDIDATE,,297.27222,,43.098721,16.1558656,,,,3.798,,,,7.31E+02,,,,2.04,,,,10.1,,,,455,,,,4504,,,,0.53
FALSE POSITIVE,,297.3176,,48.239368,1.465943491,,,,1.513,,,,5.23E+01,,,,1.6,,,,8804.6,,,,2472,,,,6230,,,,2.19
CANDIDATE,,295.48651,,51.0135,28.45489091,,,,8.1593,,,,1.42E+03,,,,6.08,,,,82.7,,,,769,,,,6206,,,,1.573
CANDIDATE,,292.42749,,38.472912,1.952711161,,,,0.872,,,,4.03E+02,,,,2.58,,,,917.15,,,,1403,,,,5741,,,,0.946
FALSE POSITIVE,,299.50751,,40.477428,0.620739667,,,,2.477,,,,1.08E+02,,,,29.28,,,,17924.29,,,,2947,,,,6559,,,,1.602
FALSE POSITIVE,,299.06491,,41.508301,0.587470828,,,,2.4382,,,,1.94E+02,,,,51.02,,,,33039.47,,,,3434,,,,5787,,,,2.667
FALSE POSITIVE,,299.62952,,47.479809,0.934924739,,,,2.052,,,,7.38E+01,,,,2.29,,,,23533,,,,3156,,,,6477,,,,2.628
FALSE POSITIVE,,297.98141,,39.900162,25.7054557,,,,6.059,,,,2.66E+02,,,,1.75,,,,47.76,,,,670,,,,6326,,,,1.001
CANDIDATE,,286.25443,,41.02187,3.84822189,,,,2.013,,,,2.04E+02,,,,1.72,,,,641.53,,,,1283,,,,5927,,,,1.193
CANDIDATE,,294.86688,,46.790562,2.37752442,,,,2.307,,,,3.21E+01,,,,0.53,,,,632.62,,,,1278,,,,5615,,,,0.936
FALSE POSITIVE,,299.35519,,40.43306,2.62838097,,,,3.193,,,,8.99E+01,,,,1.01,,,,846.09,,,,1375,,,,5884,,,,1.07
CANDIDATE,,290.69373,,48.701481,1.877878538,,,,2.39,,,,4.75E+01,,,,0.78,,,,1977.35,,,,1701,,,,6324,,,,1.115
CANDIDATE,,290.48007,,38.136688,3.375716723,,,,1.5436,,,,1.76E+02,,,,2.34,,,,1111.66,,,,1472,,,,6310,,,,1.282
CANDIDATE,,291.38599,,41.990269,35.3331932,,,,5.966,,,,9.97E+01,,,,1.55,,,,47.52,,,,670,,,,5788,,,,1.474
CANDIDATE,,282.49222,,43.980209,15.0896415,,,,4.3349,,,,7.78E+01,,,,1.42,,,,207.64,,,,968,,,,6063,,,,1.613
CANDIDATE,,286.95844,,42.541382,5.30873978,,,,3.018,,,,1.28E+02,,,,1.08,,,,279.21,,,,1042,,,,5914,,,,0.955
CANDIDATE,,293.79358,,40.240929,3.89524296,,,,1.689,,,,1.89E+02,,,,1.13,,,,197.66,,,,956,,,,5018,,,,0.838
CANDIDATE,,289.19547,,46.651699,0.740926358,,,,1.0163,,,,1.96E+02,,,,1.22,,,,2909.21,,,,1873,,,,5618,,,,0.874
CANDIDATE,,297.59085,,40.81496,75.8580035,,,,5.382,,,,1.15E+03,,,,2.72,,,,1.47,,,,281,,,,4474,,,,0.614
FALSE POSITIVE,,291.30753,,44.457619,1.352564873,,,,3.469,,,,5.67E+01,,,,1.45,,,,8505.97,,,,2447,,,,6463,,,,1.823
FALSE POSITIVE,,292.90903,,40.152039,7.72768833,,,,2.06,,,,4.05E+02,,,,1.89,,,,154.46,,,,899,,,,5765,,,,0.94
CANDIDATE,,297.19928,,41.226429,37.3033197,,,,7.793,,,,5.52E+02,,,,2.31,,,,14,,,,493,,,,5646,,,,0.817
CANDIDATE,,286.58014,,45.163822,10.16435076,,,,6.017,,,,3.77E+01,,,,1.99,,,,879.94,,,,1389,,,,6133,,,,2.71
FALSE POSITIVE,,292.11945,,44.657928,31.9729501,,,,9.41,,,,1.56E+02,,,,2.41,,,,77.49,,,,757,,,,6007,,,,1.759
CANDIDATE,,289.06485,,50.460972,14.8877665,,,,4.981,,,,2.53E+02,,,,1.96,,,,112.85,,,,831,,,,6143,,,,1.116
CANDIDATE,,284.67538,,44.41777,4.52158614,,,,3.4702,,,,1.06E+02,,,,1.31,,,,513.68,,,,1214,,,,5576,,,,1.289
FALSE POSITIVE,,295.33014,,39.16254,2.007750531,,,,2.0715,,,,3.52E+02,,,,1.64,,,,716.79,,,,1319,,,,5645,,,,0.865
CANDIDATE,,289.92145,,46.74456,7.03146295,,,,5.922,,,,8.54E+01,,,,1.38,,,,480.26,,,,1194,,,,6170,,,,1.499
CANDIDATE,,289.92145,,46.74456,54.2811949,,,,5.517,,,,1.48E+02,,,,2.07,,,,31.45,,,,604,,,,6170,,,,1.499
FALSE POSITIVE,,285.91943,,38.871815,0.596087893,,,,0.7159,,,,1.05E+02,,,,1.92,,,,18259.79,,,,2967,,,,6049,,,,1.827
CANDIDATE,,293.73282,,41.900829,12.58229808,,,,6.375,,,,1.19E+02,,,,1.53,,,,167.41,,,,917,,,,5587,,,,1.423
FALSE POSITIVE,,285.98483,,43.090912,7.12684695,,,,3.179,,,,2.06E+02,,,,1.38,,,,185.17,,,,941,,,,6050,,,,0.896
FALSE POSITIVE,,292.5448,,47.37191,0.661749944,,,,4.112,,,,2.16E+02,,,,23.92,,,,8123.02,,,,2420,,,,6363,,,,1.198
FALSE POSITIVE,,292.5448,,47.37191,354.95118,,,,13.02,,,,4.22E+02,,,,2.53,,,,1.99,,,,303,,,,6392,,,,1.23
FALSE POSITIVE,,293.72894,,41.70121,1.35477049,,,,1.618,,,,1.45E+02,,,,0.8,,,,348.9,,,,1102,,,,4414,,,,0.689
FALSE POSITIVE,,297.59085,,40.81496,0.493393859,,,,1.1319,,,,2.65E+02,,,,1.4,,,,1203.14,,,,1505,,,,4474,,,,0.614
CANDIDATE,,297.37332,,40.366402,11.95401876,,,,2.656,,,,8.56E+02,,,,2.1,,,,17.92,,,,525,,,,4359,,,,0.659
FALSE POSITIVE,,293.25812,,46.305729,2.48883033,,,,4.268,,,,5.14E+01,,,,0.64,,,,540.34,,,,1230,,,,5615,,,,0.833
FALSE POSITIVE,,298.76404,,48.64492,20.2340219,,,,3.674,,,,1.94E+02,,,,0.99,,,,23.53,,,,562,,,,5528,,,,0.71
CANDIDATE,,293.67047,,41.410252,0.88184263,,,,1.3117,,,,2.50E+02,,,,1.24,,,,1419.46,,,,1564,,,,5268,,,,0.776
CANDIDATE,,292.97125,,41.03577,5.448321078,,,,2.2213,,,,5.29E+02,,,,2.17,,,,215.95,,,,978,,,,5721,,,,0.905
CANDIDATE,,292.97125,,41.03577,1.116127169,,,,1.3235,,,,1.09E+02,,,,1,,,,1797.63,,,,1659,,,,5721,,,,0.905
FALSE POSITIVE,,298.98038,,40.87204,195.613824,,,,23.777,,,,1.65E+03,,,,10.65,,,,11.24,,,,467,,,,5970,,,,2.229
CANDIDATE,,294.75769,,46.83112,237.787237,,,,10.509,,,,1.63E+03,,,,9.91,,,,3.73,,,,354,,,,5185,,,,1.853
CANDIDATE,,292.38855,,42.233261,3.833087643,,,,1.51,,,,4.61E+02,,,,2.25,,,,247.8,,,,1012,,,,5397,,,,0.831
CANDIDATE,,288.10086,,50.033718,9.37663713,,,,2.1033,,,,1.18E+02,,,,1.89,,,,379.3,,,,1125,,,,6237,,,,1.543
CANDIDATE,,289.55301,,41.297852,5.62006198,,,,2.751,,,,1.90E+02,,,,1.45,,,,84.01,,,,772,,,,4868,,,,0.746
CANDIDATE,,281.04916,,43.322601,3.8259005,,,,1.8057,,,,8.57E+02,,,,3.45,,,,241.25,,,,1005,,,,5223,,,,0.885
CANDIDATE,,294.59656,,46.048302,0.558841234,,,,0.7918,,,,2.81E+02,,,,1.33,,,,2412.15,,,,1787,,,,5151,,,,0.792
CANDIDATE,,281.64774,,48.271049,9.33648141,,,,2.5449,,,,8.85E+02,,,,2.39,,,,26.22,,,,577,,,,4442,,,,0.648
CANDIDATE,,291.24518,,37.75906,76.6139446,,,,10.22,,,,4.99E+02,,,,2.61,,,,11.12,,,,466,,,,6173,,,,1.03
CANDIDATE,,295.34222,,48.856152,0.698461304,,,,0.7887,,,,1.34E+02,,,,14.81,,,,168689.02,,,,5173,,,,4676,,,,12.558
FALSE POSITIVE,,297.86011,,46.386261,1.545388842,,,,3.037,,,,5.28E+01,,,,0.56,,,,964.53,,,,1421,,,,5782,,,,0.767
CANDIDATE,,283.74142,,49.067982,1.289590179,,,,1.3541,,,,2.86E+02,,,,1.38,,,,1040.23,,,,1448,,,,5467,,,,0.808
CANDIDATE,,290.99536,,43.243938,0.634003002,,,,0.9207,,,,3.17E+02,,,,1.35,,,,2030.16,,,,1714,,,,5226,,,,0.75
FALSE POSITIVE,,293.81381,,38.926201,1.56859048,,,,11.591,,,,2.81E+02,,,,23.41,,,,1935.28,,,,1693,,,,6248,,,,1.002
CANDIDATE,,282.49222,,43.980209,22.8030252,,,,4.768,,,,6.29E+01,,,,1.29,,,,119.6,,,,843,,,,6063,,,,1.613
FALSE POSITIVE,,296.58734,,50.490761,0.623441939,,,,1.4053,,,,1.28E+02,,,,13.89,,,,25489.88,,,,3219,,,,5385,,,,2.871
FALSE POSITIVE,,291.85898,,41.728489,5.24364571,,,,16.984,,,,2.70E+02,,,,25.01,,,,411.58,,,,1149,,,,6197,,,,1.056
CANDIDATE,,296.74643,,43.045441,8.98826122,,,,4.96,,,,1.61E+02,,,,1.39,,,,131.92,,,,864,,,,5984,,,,0.906
CANDIDATE,,297.84125,,42.118252,110.7556272,,,,6.819,,,,8.07E+03,,,,29.64,,,,42.53,,,,651,,,,6525,,,,2.668
FALSE POSITIVE,,284.54184,,48.961281,4.15743922,,,,9.572,,,,1.47E+03,,,,96.99,,,,4503.26,,,,2089,,,,6529,,,,3.131
CANDIDATE,,299.7915,,44.281231,14.4079035,,,,2.524,,,,3.06E+03,,,,23.4,,,,35.81,,,,624,,,,5440,,,,0.728
CANDIDATE,,295.8941,,42.380451,135.4978256,,,,6.769,,,,5.04E+03,,,,6.01,,,,1.8,,,,295,,,,5307,,,,0.757
CANDIDATE,,295.8941,,42.380451,22.2508509,,,,1.745,,,,6.19E+02,,,,2.07,,,,20.01,,,,539,,,,5307,,,,0.757
FALSE POSITIVE,,290.14175,,37.741367,8.53161917,,,,2.9596,,,,6.57E+04,,,,54.6,,,,148.92,,,,891,,,,5780,,,,1
FALSE POSITIVE,,294.25339,,42.062382,0.526615152,,,,1.0582,,,,6.40E+01,,,,1.46,,,,18152.32,,,,2959,,,,5718,,,,1.832
FALSE POSITIVE,,298.03104,,42.052479,0.690405794,,,,1.7407,,,,1.78E+02,,,,1.04,,,,2129.33,,,,1731,,,,5204,,,,0.786
CANDIDATE,,290.57672,,39.95689,10.10773789,,,,3.828,,,,2.95E+02,,,,1.98,,,,140.75,,,,879,,,,5480,,,,1.174
CANDIDATE,,290.57672,,39.95689,7.0956395,,,,3.465,,,,1.08E+02,,,,1.2,,,,225.73,,,,989,,,,5480,,,,1.174
FALSE POSITIVE,,289.95581,,38.463631,1.844857057,,,,1.6557,,,,8.56E+01,,,,0.97,,,,1548.86,,,,1601,,,,6143,,,,1.004
FALSE POSITIVE,,293.60394,,39.388599,18.0116764,,,,6.006,,,,4.17E+02,,,,2.02,,,,55.07,,,,695,,,,6003,,,,0.932
CANDIDATE,,293.73282,,41.900829,33.67280658,,,,8.2267,,,,1.71E+02,,,,1.86,,,,45.09,,,,661,,,,5587,,,,1.423
CANDIDATE,,291.5481,,50.35331,3.00912491,,,,2.228,,,,1.91E+02,,,,1.22,,,,452.27,,,,1177,,,,5713,,,,0.893
CANDIDATE,,287.84833,,39.358429,79.2450351,,,,5.382,,,,1.35E+03,,,,3.33,,,,6.33,,,,404,,,,5648,,,,0.917
CANDIDATE,,300.73239,,44.107059,4.44589508,,,,2.3816,,,,4.41E+02,,,,1.94,,,,302.6,,,,1063,,,,5918,,,,0.865
FALSE POSITIVE,,288.84711,,47.022911,2.023126394,,,,1.2771,,,,7.22E+01,,,,0.92,,,,1582.75,,,,1607,,,,6349,,,,1.059
FALSE POSITIVE,,285.33636,,46.31237,10.63609504,,,,3.48,,,,2.91E+02,,,,1.36,,,,66.5,,,,728,,,,5546,,,,0.81
CANDIDATE,,288.11606,,42.440418,10.3108232,,,,5.617,,,,2.04E+02,,,,1.27,,,,90.1,,,,786,,,,5708,,,,0.893
FALSE POSITIVE,,298.55927,,40.604858,1.069842837,,,,5.275,,,,5.40E+02,,,,1.77,,,,998.07,,,,1433,,,,4999,,,,0.786
FALSE POSITIVE,,291.74017,,38.014912,1.077467951,,,,2.1125,,,,7.57E+01,,,,31.06,,,,7064.38,,,,2339,,,,6329,,,,1.508
CANDIDATE,,294.53934,,43.60778,126.4451275,,,,16.7151,,,,3.25E+03,,,,4.49,,,,2.51,,,,321,,,,5613,,,,0.795
FALSE POSITIVE,,284.6232,,39.182411,2.8736467,,,,1.682,,,,2.16E+02,,,,6.47,,,,15977.28,,,,2866,,,,8173,,,,3.169
FALSE POSITIVE,,300.08737,,46.200695,2.846517614,,,,4.228,,,,2.15E+03,,,,1.88,,,,18.32,,,,528,,,,3468,,,,0.32
CANDIDATE,,293.29837,,43.55587,211.032819,,,,7.119,,,,1.95E+03,,,,3.43,,,,0.5,,,,215,,,,4658,,,,0.686
CANDIDATE,,292.61511,,42.764252,1.716828304,,,,2.068,,,,5.95E+01,,,,0.74,,,,1056.84,,,,1455,,,,5808,,,,0.902
FALSE POSITIVE,,284.36902,,40.718491,0.755103143,,,,2.885,,,,4.38E+01,,,,1.49,,,,17302.11,,,,2927,,,,5996,,,,2.128
FALSE POSITIVE,,281.2738,,47.774399,20.71927223,,,,4.0388,,,,2.25E+02,,,,2.51,,,,105.78,,,,818,,,,5729,,,,1.545
CANDIDATE,,291.02859,,43.91367,11.87457664,,,,1.9797,,,,2.21E+02,,,,1.32,,,,66.33,,,,728,,,,5523,,,,0.88
CANDIDATE,,293.52756,,41.111439,109.6469948,,,,6.568,,,,9.00E+02,,,,4.85,,,,7.95,,,,428,,,,5332,,,,1.453
CANDIDATE,,289.31149,,51.320862,15.64588656,,,,3.959,,,,5.72E+02,,,,2.18,,,,60.08,,,,710,,,,5896,,,,0.916
FALSE POSITIVE,,292.77954,,47.452099,0.93375241,,,,6.352,,,,5.18E+02,,,,3.18,,,,1528.26,,,,1594,,,,5402,,,,0.815
FALSE POSITIVE,,293.09113,,38.3521,1.70336496,,,,1.7045,,,,3.17E+02,,,,1.67,,,,1151.45,,,,1484,,,,5881,,,,0.915
FALSE POSITIVE,,293.07663,,46.21801,0.764174368,,,,2.346,,,,1.00E+02,,,,1.18,,,,5972.52,,,,2241,,,,6321,,,,1.125
FALSE POSITIVE,,289.84772,,44.185783,1.85373924,,,,1.816,,,,3.49E+02,,,,0.23,,,,3.36,,,,345,,,,2661,,,,0.116
