tfopwg_disp,,ra,,dec,pl_orbper,,,,pl_trandurh,,,,pl_trandep,,,,pl_rade,,,,pl_insol,,,,pl_eqt,,,,st_teff,,,,st_rad
CANDIDATE,,183.197314,,13.237495,7.5575607,,,,2.0233141,,,,17756.87661,,,,12.4415238,,,,61.0057318,,,,712.7913321,,,,4893.71,,,,0.762768
CANDIDATE,,276.291469,,60.773296,17.356719,,,,2.5707102,,,,12730.27171,,,,9.705386,,,,17.7377655,,,,523.4129662,,,,4697,,,,0.760629
CANDIDATE,,108.076091,,20.751933,3.3928027,,,,2.2095141,,,,2201.636611,,,,3.7170935,,,,183.9229574,,,,939.2446608,,,,4964.8,,,,0.76036
CANDIDATE,,108.076091,,20.751933,5.7188414,,,,2.2172849,,,,3214.065952,,,,4.2762449,,,,91.6860673,,,,789.2154631,,,,4964.8,,,,0.76036
CANDIDATE,,155.871938,,-43.834925,734.4987702,,,,2.529,,,,1004,,,,2.1838,,,,9.04438,,,,483,,,,4953.9,,,,0.76
CANDIDATE,,155.871938,,-43.834925,11.1972769,,,,3.061,,,,1301,,,,2.62397,,,,33.9923,,,,672,,,,4953.9,,,,0.76
CANDIDATE,,187.994843,,-35.554452,17.4682298,,,,3.491,,,,926,,,,2.17884,,,,24.3644,,,,618,,,,5499,,,,0.76
CANDIDATE,,333.904931,,9.078163,2.3368358,,,,1.405,,,,5916,,,,6.32061,,,,162.173,,,,994,,,,4439,,,,0.76
CANDIDATE,,103.243335,,-70.641686,1.4178596,,,,1.452,,,,204,,,,1.10894,,,,452.395,,,,1284,,,,4907.96,,,,0.76
CANDIDATE,,111.928044,,9.96955,12.3027503,,,,3.596,,,,1304,,,,2.60986,,,,46.2908,,,,726,,,,5181.1,,,,0.76
CANDIDATE,,36.351144,,-65.055381,17.9217736,,,,4.309,,,,44474,,,,16.7867,,,,20.1338,,,,590,,,,5144.1,,,,0.76
CANDIDATE,,157.243507,,-58.794138,5.8991458,,,,4.815,,,,275,,,,1.10037,,,,449.719,,,,1282,,,,5419.4,,,,0.76
CANDIDATE,,340.969106,,-1.83855,4.3852176,,,,2.188,,,,18080,,,,10.2627,,,,41.2399,,,,705,,,,4076,,,,0.76
CANDIDATE,,174.64475,,72.265344,6.1313492,,,,2.447,,,,3730,,,,4.7793,,,,39.468,,,,698,,,,4310,,,,0.76
CANDIDATE,,187.110757,,-46.072906,6.5430693,,,,2.585,,,,3820,,,,4.75554,,,,53.4345,,,,753,,,,4689,,,,0.76
CANDIDATE,,244.467204,,-54.166478,5.2574854,,,,2.05,,,,1250,,,,2.88855,,,,69.4717,,,,804,,,,4846,,,,0.76
FALSE POSITIVE,,297.484569,,73.086464,2.6834113,,,,1.146,,,,760,,,,2.33576,,,,168.322,,,,1003,,,,5221,,,,0.76
CANDIDATE,,22.973494,,66.819333,5.3798996,,,,2.85,,,,8550,,,,7.09264,,,,104.667,,,,891,,,,4930.3,,,,0.76
FALSE POSITIVE,,240.53688,,-52.034811,1.5810556,,,,2.437,,,,33340,,,,13.941,,,,1668.68,,,,1780,,,,5985,,,,0.76
CANDIDATE,,214.96711,,-28.921092,2.2458338,,,,1.462,,,,10280,,,,8.19934,,,,121.462,,,,924,,,,4377,,,,0.76
CANDIDATE,,171.894125,,-65.144422,4.1943867,,,,2.977,,,,27860,,,,13.2866,,,,140.213,,,,958,,,,4515,,,,0.76
CANDIDATE,,164.359312,,-34.690336,5.5809252,,,,2.545,,,,10780,,,,8.10167,,,,50.6483,,,,743,,,,4455,,,,0.76
CANDIDATE,,52.981538,,-47.994691,2.967599,,,,1.688,,,,10410,,,,8.00413,,,,75.0167,,,,819,,,,4396,,,,0.76
CANDIDATE,,237.924107,,52.306308,13.7905315,,,,3.301,,,,1140,,,,2.60168,,,,29.035,,,,646,,,,5021.6,,,,0.76
CANDIDATE,,209.217175,,68.618211,8.9534775,,,,2.696,,,,1136,,,,2.35888,,,,45.5604,,,,723,,,,5029.5,,,,0.76
CANDIDATE,,146.053969,,-89.471513,10.8680523,,,,2.375,,,,1553,,,,2.90726,,,,20.7383,,,,594,,,,4664,,,,0.76
CANDIDATE,,118.916232,,-43.356714,2.067123,,,,1.9263234,,,,394.2384169,,,,1.5139896,,,,381.7544649,,,,1127.368201,,,,5113.3,,,,0.758633
CANDIDATE,,43.884794,,-34.977975,42.1289893,,,,4.6130523,,,,961.655867,,,,2.3404732,,,,5.1588515,,,,384.3775426,,,,4621,,,,0.758575
CANDIDATE,,43.884794,,-34.977975,1.0526157,,,,1.5288415,,,,358.5076064,,,,1.4203085,,,,706.2654804,,,,1314.806204,,,,4621,,,,0.758575
CANDIDATE,,179.792354,,-20.355606,2.1538049,,,,1.6541007,,,,137.9312313,,,,0.8814471,,,,331.6009868,,,,1088.362835,,,,4944.24,,,,0.757603
CANDIDATE,,169.824869,,44.989078,3.7711066,,,,2.3375061,,,,1647.673031,,,,3.3409641,,,,125.0643329,,,,852.9098252,,,,4590,,,,0.757521
CANDIDATE,,74.868182,,-55.92906,4.9727711,,,,0.7889782,,,,825.5374706,,,,2.6058369,,,,103.8789635,,,,814.2385337,,,,4872.54,,,,0.75636
CANDIDATE,,74.868182,,-55.92906,2.2395544,,,,1.1228525,,,,1152.784951,,,,2.7483506,,,,300.9147034,,,,1062.259446,,,,4872.54,,,,0.75636
CANDIDATE,,97.144014,,-61.150325,5.1543265,,,,1.063382,,,,2522.134687,,,,4.6014268,,,,104.6021101,,,,815.6519164,,,,4971,,,,0.756197
CANDIDATE,,183.023659,,-12.684409,21.7300248,,,,2.4879281,,,,1119.211108,,,,2.526638,,,,34.3158951,,,,617.29617,,,,4788,,,,0.752578
CANDIDATE,,106.559098,,-47.587816,0.5481573,,,,0.9424668,,,,226.8573536,,,,1.3591774,,,,1463.115587,,,,1577.391183,,,,4590,,,,0.751825
CANDIDATE,,101.492034,,66.890644,15.5739143,,,,2.4269262,,,,779.9193691,,,,2.5864246,,,,21.461443,,,,548.952136,,,,4813,,,,0.751037
CANDIDATE,,101.492034,,66.890644,1092.002299,,,,5.604929,,,,1689.599727,,,,3.1384101,,,,0.0742263,,,,133.1248776,,,,4813,,,,0.751037
CANDIDATE,,299.638248,,-54.937423,9.1258136,,,,3.173012,,,,169.7218223,,,,0.9704787,,,,42.107688,,,,649.6958588,,,,4747.13,,,,0.750709
CANDIDATE,,315.170364,,52.614379,3.3390124,,,,0.433,,,,3534,,,,8.75979,,,,13.7384,,,,536,,,,4436,,,,0.75
FALSE POSITIVE,,236.054241,,58.553688,1.2529962,,,,1.083,,,,14080,,,,19.179,,,,382.546,,,,1232,,,,4220,,,,0.75
CANDIDATE,,341.160439,,-18.9358,4.7443604,,,,1.139,,,,9002,,,,7.57257,,,,26.7153,,,,633,,,,5420.1,,,,0.75
CANDIDATE,,127.890276,,-0.535341,2.2314165,,,,1.255,,,,17612,,,,11.7385,,,,106.977,,,,895,,,,4956.1,,,,0.75
CANDIDATE,,345.824668,,60.311149,9.288704,,,,3.019,,,,14044,,,,9.62284,,,,34.2291,,,,673,,,,4753,,,,0.75
CANDIDATE,,341.795489,,26.939935,3.6948038,,,,1.203,,,,17237,,,,10.2565,,,,22.9867,,,,610,,,,4376,,,,0.75
CANDIDATE,,135.335989,,-20.97341,5.2887576,,,,2.284,,,,598,,,,1.80945,,,,63.339,,,,785,,,,4610,,,,0.75
CANDIDATE,,309.31074,,53.27722,5.5901313,,,,1.245,,,,11420,,,,8.79073,,,,16.0188,,,,557,,,,4743,,,,0.75
CANDIDATE,,156.893929,,22.426235,1.236949,,,,0.358,,,,8250,,,,9.84184,,,,25.0169,,,,623,,,,4660,,,,0.75
CANDIDATE,,53.494348,,32.118772,20.6875239,,,,2.57,,,,22490,,,,11.6872,,,,4.38918,,,,403,,,,4660.7,,,,0.75
CANDIDATE,,35.91117,,15.482955,5.0269053,,,,2.676,,,,18460,,,,10.4869,,,,83.5964,,,,842,,,,4738,,,,0.75
FALSE POSITIVE,,328.978312,,-0.937407,1.7386091,,,,1.691,,,,18980,,,,10.8015,,,,444.5,,,,1279,,,,5362.8,,,,0.75
CANDIDATE,,45.954561,,20.110588,5.8321337,,,,2.039,,,,274,,,,1.15554,,,,49.8722,,,,740,,,,4544,,,,0.75
FALSE POSITIVE,,46.905585,,-17.894406,0.2476684,,,,0.401,,,,2460,,,,5.81442,,,,1087.04,,,,1599,,,,4886,,,,0.75
CANDIDATE,,61.083254,,-49.123531,5.2916448,,,,2.645,,,,17870,,,,10.1289,,,,51.2343,,,,745,,,,4397.1,,,,0.75
CANDIDATE,,41.72889,,10.025975,0.3181853,,,,0.762,,,,480,,,,1.78228,,,,1654.43,,,,1776,,,,4242.23,,,,0.75
FALSE POSITIVE,,71.921274,,-17.745004,1.9784257,,,,2.106,,,,720,,,,2.02143,,,,600.02,,,,1378,,,,5059,,,,0.75
FALSE POSITIVE,,113.982909,,-30.748181,1.1471548,,,,1.403,,,,2670,,,,3.90118,,,,249.626,,,,1107,,,,3901,,,,0.75
CANDIDATE,,281.527275,,46.248566,3.2724973,,,,1.459,,,,5320,,,,5.6778,,,,44.1281,,,,718,,,,4279,,,,0.75
CANDIDATE,,356.708389,,66.860805,2.3466472,,,,1.957,,,,25278,,,,12.2268,,,,153.353,,,,980,,,,4477,,,,0.75
FALSE POSITIVE,,78.040149,,34.750032,1.8012697,,,,3.182,,,,1800,,,,3.19942,,,,1024.77,,,,1576,,,,4570,,,,0.75
CANDIDATE,,185.1383,,-62.401609,4.8768783,,,,4.024,,,,3800,,,,4.71563,,,,295.298,,,,1154,,,,4562,,,,0.75
CANDIDATE,,155.199044,,-78.832021,9.1317488,,,,2.448,,,,35470,,,,14.7541,,,,27.2956,,,,636,,,,5198.2,,,,0.75
FALSE POSITIVE,,106.432017,,-49.520598,11.8885643,,,,2.567,,,,35450,,,,19.2143,,,,18.8935,,,,580,,,,4427,,,,0.75
FALSE POSITIVE,,262.640686,,-64.723142,3.0223957,,,,3.272,,,,14800,,,,11.507,,,,791.733,,,,1477,,,,4653,,,,0.75
CANDIDATE,,90.095814,,-3.757326,4.0350169,,,,2.108,,,,25420,,,,12.5268,,,,126.805,,,,934,,,,5240.2,,,,0.75
FALSE POSITIVE,,63.150132,,-12.317659,1.2434016,,,,0.939,,,,4070,,,,5.66309,,,,412.506,,,,1255,,,,4967,,,,0.75
CANDIDATE,,97.891717,,-23.951598,6.9551801,,,,2.062,,,,770,,,,2.29124,,,,38.0097,,,,691,,,,4742,,,,0.75
CANDIDATE,,18.24241,,-32.966016,9.4636148,,,,3.061,,,,5050,,,,5.45543,,,,63.7261,,,,787,,,,4935,,,,0.75
CANDIDATE,,307.396532,,61.550725,1.8718991,,,,1.475,,,,920,,,,2.40733,,,,167.099,,,,1001,,,,4201,,,,0.75
CANDIDATE,,297.398678,,76.139178,23.5407467,,,,4.025,,,,956,,,,2.11441,,,,16.8576,,,,564,,,,5236,,,,0.75
CANDIDATE,,97.985715,,-68.7118,3.693916,,,,1.7264201,,,,74.807186,,,,0.6501353,,,,186.8668956,,,,942.9807829,,,,5235.78,,,,0.74982
CANDIDATE,,128.067093,,11.63071,3.1148931,,,,2.3721346,,,,25980.70109,,,,12.1120086,,,,198.0921858,,,,956.8339703,,,,4973,,,,0.74956
CANDIDATE,,138.059737,,65.347211,8.9511797,,,,3.0794773,,,,845.1516817,,,,2.4319861,,,,49.1694646,,,,675.3728831,,,,4986,,,,0.746076
CANDIDATE,,291.465322,,61.776153,9.6926392,,,,3.0182304,,,,1838.237055,,,,3.289074,,,,36.4257934,,,,626.5734732,,,,4665,,,,0.746003
CANDIDATE,,215.602155,,55.334259,0.8675883,,,,1.3814953,,,,321.4840933,,,,1.4302423,,,,1118.058998,,,,1474.809512,,,,5011.22,,,,0.74524
CANDIDATE,,253.697283,,60.702797,9.2347348,,,,0.9619972,,,,354.6074958,,,,1.3883495,,,,112.6755159,,,,830.9542977,,,,4902,,,,0.744485
CANDIDATE,,38.271253,,-10.352178,10.9245478,,,,1.8716477,,,,653.537141,,,,1.9015018,,,,35.242668,,,,621.4224577,,,,4884,,,,0.74413
CANDIDATE,,286.376004,,-41.43764,4.0686405,,,,1.8373729,,,,2650.095001,,,,3.7548333,,,,84.108766,,,,772.378302,,,,4236,,,,0.741921
CANDIDATE,,42.467198,,-62.723587,3.9613114,,,,2.5843337,,,,15578.11369,,,,9.2319785,,,,164.6967384,,,,913.6734375,,,,5221,,,,0.741696
CANDIDATE,,310.761004,,-72.010267,13.9428705,,,,3.7522756,,,,1015.395543,,,,2.4233421,,,,28.0927293,,,,587.1759148,,,,5206,,,,0.741671
CANDIDATE,,313.069035,,-17.511992,15.1458746,,,,3.8705032,,,,1229.650026,,,,2.5811442,,,,24.5572742,,,,567.7599966,,,,5018,,,,0.740658
CANDIDATE,,284.563342,,-12.472988,3.1540886,,,,1.662,,,,23864,,,,11.8788,,,,69.3081,,,,803,,,,4521,,,,0.74
CANDIDATE,,92.381859,,85.820703,1.1376981,,,,1.02,,,,1217,,,,2.77467,,,,349.377,,,,1204,,,,4244,,,,0.74
CANDIDATE,,155.597851,,-28.847487,2.7895524,,,,1.969,,,,262,,,,0.986147,,,,376.853,,,,1227,,,,5039,,,,0.74
CANDIDATE,,303.908842,,28.659226,2.260431,,,,2.098,,,,2680,,,,3.92152,,,,249.273,,,,1106,,,,4452,,,,0.74
CANDIDATE,,150.538008,,50.145387,5.9133875,,,,2.019,,,,980,,,,2.3864,,,,33.3499,,,,669,,,,4374.8,,,,0.74
CANDIDATE,,110.460165,,35.221983,5.9900508,,,,2.104,,,,3680,,,,4.71645,,,,24.7628,,,,621,,,,4119,,,,0.74
CANDIDATE,,63.49606,,2.762296,2.4337374,,,,1.835,,,,12540,,,,8.67796,,,,116.886,,,,916,,,,4294.3,,,,0.74
CANDIDATE,,48.669955,,66.920775,25.8944827,,,,2.136,,,,27610,,,,17.6301,,,,2.69966,,,,357,,,,4375,,,,0.74
CANDIDATE,,88.785064,,-38.388989,1.9663653,,,,1.637,,,,29670,,,,13.2267,,,,189.304,,,,1033,,,,4687,,,,0.74
CANDIDATE,,201.282626,,38.922367,0.54937,,,,0.883,,,,370,,,,1.53904,,,,1407.22,,,,1706,,,,4612.99,,,,0.74
CANDIDATE,,38.810203,,48.273763,1098.225859,,,,6.121,,,,4496,,,,5.13949,,,,0.0125876,,,,93,,,,4582,,,,0.74
CANDIDATE,,68.288836,,-36.945858,703.79367,,,,2.9297301,,,,601.9566843,,,,1.860295,,,,0.3066589,,,,189.7945133,,,,4709,,,,0.739835
CANDIDATE,,242.747885,,58.294553,48.3320223,,,,5.3736904,,,,4780.05055,,,,5.0923959,,,,2.1152872,,,,307.5828267,,,,5059.36,,,,0.738692
CANDIDATE,,242.747885,,58.294553,11.6098182,,,,3.5623705,,,,1391.579546,,,,2.7371461,,,,35.6962064,,,,623.412155,,,,5059.36,,,,0.738692
CANDIDATE,,296.003935,,-47.56203,12.2265595,,,,2.1904379,,,,1206.369329,,,,2.6014766,,,,25.8970378,,,,575.3502049,,,,4803,,,,0.737189
CANDIDATE,,296.003935,,-47.56203,6.4438657,,,,1.9309449,,,,1121.951228,,,,2.460344,,,,60.831305,,,,712.2812841,,,,4803,,,,0.737189
CANDIDATE,,76.81876,,-73.245857,13.9223368,,,,3.0897341,,,,551.9568212,,,,1.7196615,,,,19.1604588,,,,533.6066406,,,,4468,,,,0.737084
CANDIDATE,,176.380591,,65.541314,29.871853,,,,4.6960535,,,,712.5668187,,,,2.4078494,,,,12.0302137,,,,474.9939578,,,,5393.86,,,,0.735511
CANDIDATE,,95.940941,,-54.578024,19.3106015,,,,3.7831012,,,,1222.998758,,,,2.7470788,,,,12.0239187,,,,474.9318086,,,,4444,,,,0.734073
FALSE POSITIVE,,142.378244,,50.963802,711.7642825,,,,3.4176443,,,,20978.13679,,,,12.6338972,,,,2.4542117,,,,319.2256315,,,,4661.56,,,,0.732648
CANDIDATE,,234.572324,,-80.803427,11.099348,,,,3.2464373,,,,1159.389202,,,,2.4827074,,,,35.2422046,,,,621.420415,,,,4948,,,,0.732535
CANDIDATE,,74.737626,,-50.627415,14.362738,,,,3.2043798,,,,541.9770506,,,,1.6866314,,,,24.1363405,,,,565.3112203,,,,4939,,,,0.732189
CANDIDATE,,40.179861,,1.199676,15.6692322,,,,4.562853,,,,1393.38148,,,,2.6868893,,,,13.2931176,,,,486.9971964,,,,4214.44,,,,0.732115
CANDIDATE,,81.818658,,-54.946098,92.4918048,,,,6.8943594,,,,11487.57528,,,,7.7703331,,,,2.0465559,,,,305.0532485,,,,4930.5,,,,0.732008
CANDIDATE,,275.862543,,71.581748,6.0964074,,,,2.3632965,,,,1142.489175,,,,2.5856853,,,,69.8633506,,,,737.3642914,,,,4820.4,,,,0.731699
CANDIDATE,,302.737523,,70.869653,53.8108713,,,,4.2655099,,,,965.1696621,,,,2.2249096,,,,3.0646979,,,,337.4556203,,,,4455,,,,0.730261
CANDIDATE,,95.940941,,-54.578024,7.9856481,,,,2.729,,,,460,,,,1.70724,,,,34.6569,,,,675,,,,4444,,,,0.73
CANDIDATE,,311.477076,,21.453583,0.5257499,,,,0.864,,,,1028,,,,2.60517,,,,1079.87,,,,1597,,,,4649,,,,0.73
CANDIDATE,,263.018737,,34.379808,2.7998534,,,,1.415,,,,27117,,,,12.343,,,,54.1418,,,,755,,,,4412,,,,0.73
CANDIDATE,,323.04039,,-77.426902,6.5516113,,,,0.786,,,,6717,,,,7.01051,,,,7.09349,,,,454,,,,4841.8,,,,0.73
CANDIDATE,,63.937745,,-62.725017,6.5479496,,,,2.331,,,,988,,,,2.28629,,,,98.978,,,,878,,,,4853.5,,,,0.73
CANDIDATE,,160.949007,,-33.155027,7.4476397,,,,2.266,,,,1021,,,,2.1911,,,,32.4591,,,,664,,,,4526,,,,0.73
CANDIDATE,,189.432315,,69.458427,4.172202,,,,2.263,,,,1980,,,,3.23281,,,,74.1594,,,,817,,,,4313,,,,0.73
CANDIDATE,,356.481137,,0.458798,2.2623535,,,,1.958,,,,24470,,,,11.9692,,,,131.906,,,,944,,,,4219,,,,0.73
CANDIDATE,,294.561939,,71.574534,4.3954123,,,,2.306,,,,850,,,,2.02986,,,,119.282,,,,920,,,,4836,,,,0.73
FALSE POSITIVE,,256.664332,,63.778535,4.1508803,,,,2.256,,,,12290,,,,8.31799,,,,70.6022,,,,807,,,,4460,,,,0.73
FALSE POSITIVE,,231.127427,,46.695076,23.2556119,,,,7.878,,,,35720,,,,14.4434,,,,51.103,,,,744,,,,4742,,,,0.73
FALSE POSITIVE,,294.557985,,47.783127,0.3093954,,,,0.442,,,,7680,,,,15.7244,,,,1703.73,,,,1789,,,,4769,,,,0.73
CANDIDATE,,159.910145,,-48.538112,10.9506335,,,,2.635,,,,1820,,,,3.17264,,,,20.8045,,,,594,,,,4530,,,,0.73
FALSE POSITIVE,,42.261441,,-16.557655,1.6471574,,,,1.033,,,,3880,,,,6.06894,,,,362.237,,,,1215,,,,5027,,,,0.73
CANDIDATE,,311.64359,,-37.904399,2.31446,,,,1.347,,,,1190,,,,3.40668,,,,176.692,,,,1015,,,,4801.5,,,,0.73
FALSE POSITIVE,,279.062469,,-43.620606,1.6268695,,,,3.231,,,,1502,,,,2.36498,,,,1946.23,,,,1850,,,,5034,,,,0.73
CANDIDATE,,286.073121,,-32.354279,5.7772122,,,,2.56341,,,,1470.382126,,,,2.8693434,,,,75.3605118,,,,751.4597253,,,,4882.7,,,,0.729818
CANDIDATE,,20.922457,,-8.701794,0.782765,,,,1.2621481,,,,519.1912192,,,,1.7472713,,,,651.9082071,,,,1288.743126,,,,4099,,,,0.727642
CANDIDATE,,83.26925,,-26.72387,0.4900589,,,,1.0123328,,,,291.0399722,,,,1.4741529,,,,2120.447466,,,,1730.719269,,,,4891,,,,0.726632
CANDIDATE,,83.26925,,-26.72387,12.4610086,,,,3.3195777,,,,2078.142598,,,,3.2809492,,,,28.3587888,,,,588.5612549,,,,4891,,,,0.726632
CANDIDATE,,281.037793,,75.99159,832.9236254,,,,8.6876381,,,,594.2376069,,,,1.7373781,,,,0.4058463,,,,203.5682958,,,,4193,,,,0.725064
CANDIDATE,,151.612215,,83.08784,9.56111,,,,3.0128111,,,,381.556764,,,,1.6790876,,,,40.5800926,,,,643.7214903,,,,4907,,,,0.723757
CANDIDATE,,292.576514,,18.394928,9.3380252,,,,2.8573107,,,,1771.504759,,,,3.093161,,,,22.8910424,,,,557.8740267,,,,4066,,,,0.723481
FALSE POSITIVE,,33.630248,,8.079261,49.1077047,,,,2.9402319,,,,28125.14521,,,,12.3506372,,,,3.1634389,,,,340.1414927,,,,4358,,,,0.72245
CANDIDATE,,351.903531,,-25.508462,739.1670007,,,,5.7183604,,,,1376.139505,,,,2.6735992,,,,0.0724872,,,,132.3381364,,,,4159,,,,0.721084
CANDIDATE,,256.279559,,69.519093,6.4002807,,,,2.1559875,,,,1026.601873,,,,2.2730301,,,,56.4368797,,,,699.0536347,,,,4599,,,,0.720551
CANDIDATE,,65.653481,,25.699878,2.191342,,,,1.8100691,,,,1062.791258,,,,2.301946,,,,243.7119088,,,,1007.717817,,,,4384.23,,,,0.720126
CANDIDATE,,45.907166,,-39.930776,5.830149,,,,2.618,,,,1310,,,,2.70505,,,,59.7261,,,,774,,,,4451,,,,0.72
CANDIDATE,,92.936106,,-65.825839,84.83869,,,,5.194,,,,1020,,,,2.03857,,,,1.21501,,,,292,,,,4504,,,,0.72
CANDIDATE,,205.846632,,39.248789,17.7456043,,,,2.675,,,,1203,,,,2.44767,,,,8.44389,,,,474,,,,4526,,,,0.72
CANDIDATE,,114.419661,,-58.061848,2.3557153,,,,1.866,,,,740,,,,1.98374,,,,290.953,,,,1150,,,,4851,,,,0.72
CANDIDATE,,216.133991,,-52.831718,9.5327064,,,,2.55,,,,1177,,,,2.39108,,,,22.3356,,,,605,,,,4504,,,,0.72
CANDIDATE,,311.21156,,8.849353,2.4013188,,,,1.988,,,,27340,,,,12.4643,,,,118.916,,,,919,,,,4224,,,,0.72
CANDIDATE,,36.136874,,24.101546,1.7109175,,,,1.625,,,,9710,,,,7.44992,,,,324.161,,,,1182,,,,4686.8,,,,0.72
CANDIDATE,,337.171555,,-23.935763,3.6749802,,,,1.743,,,,23820,,,,11.714,,,,92.6245,,,,864,,,,5134,,,,0.72
CANDIDATE,,177.581251,,37.916071,9.0576962,,,,2.37,,,,3430,,,,4.28974,,,,79.0884,,,,830,,,,4485,,,,0.72
CANDIDATE,,135.596925,,-70.947587,4.9186433,,,,1.849,,,,19840,,,,10.544,,,,29.4413,,,,648,,,,4394,,,,0.72
CANDIDATE,,151.612215,,83.08784,1.9803146,,,,1.66,,,,306,,,,1.16969,,,,301.491,,,,1160,,,,4907,,,,0.72
CANDIDATE,,151.612215,,83.08784,15.1808746,,,,2.808,,,,689,,,,1.86864,,,,18.1396,,,,574,,,,4907,,,,0.72
CANDIDATE,,151.612215,,83.08784,5.904369,,,,2.653,,,,351,,,,1.35959,,,,85.3357,,,,846,,,,4907,,,,0.72
CANDIDATE,,151.612215,,83.08784,3.2723118,,,,1.815,,,,464,,,,1.46772,,,,133.517,,,,947,,,,4907,,,,0.72
CANDIDATE,,78.037215,,-37.708481,11.020153,,,,3.638535,,,,1076.926754,,,,2.343228,,,,23.8243065,,,,563.4752132,,,,4407,,,,0.719466
CANDIDATE,,261.243831,,32.798397,3.8266587,,,,2.0605848,,,,1181.81543,,,,2.4536347,,,,81.1071602,,,,765.3931102,,,,4175,,,,0.716312
CANDIDATE,,86.144122,,-45.268456,3.1191196,,,,2.0922004,,,,24617.33548,,,,11.4433015,,,,188.65162,,,,945.2243136,,,,5036,,,,0.71363
CANDIDATE,,56.769865,,-79.334322,2.0844882,,,,1.5541575,,,,609.0046533,,,,1.881105,,,,220.7698145,,,,983.115793,,,,4443.39,,,,0.713304
CANDIDATE,,234.512299,,69.017531,20.1546939,,,,1.3244754,,,,1039.49771,,,,2.3244125,,,,14.1253091,,,,494.4464236,,,,4863,,,,0.712388
CANDIDATE,,183.608978,,5.29803,4.8003341,,,,1.9999398,,,,6286.501616,,,,5.5672157,,,,84.5628503,,,,773.4186722,,,,4664.59,,,,0.71163
CANDIDATE,,172.872285,,71.081486,4.1596197,,,,2.4127131,,,,17837.7775,,,,9.3574411,,,,74.5834411,,,,749.515043,,,,4230,,,,0.711036
CANDIDATE,,341.716965,,54.011837,5.3913891,,,,1.995,,,,4086,,,,4.28654,,,,79.5918,,,,832,,,,5179,,,,0.71
CANDIDATE,,168.703812,,53.511708,1.9639208,,,,1.467,,,,30553,,,,12.0421,,,,74.4726,,,,818,,,,3914.3,,,,0.71
CANDIDATE,,355.128863,,-11.021495,5.1392756,,,,2.426,,,,862,,,,2.17365,,,,41.3052,,,,706,,,,4014,,,,0.71
CANDIDATE,,102.540676,,-63.465599,16.9356875,,,,3.256,,,,2618,,,,3.59731,,,,26.8131,,,,633,,,,4758,,,,0.71
CANDIDATE,,37.761117,,25.41329,3.3528597,,,,2.08,,,,1762,,,,3.27543,,,,81.3622,,,,836,,,,3896.8,,,,0.71
CANDIDATE,,139.199747,,-49.300844,3.0178746,,,,2.679,,,,193,,,,0.930891,,,,303.499,,,,1162,,,,4717,,,,0.71
CANDIDATE,,81.402245,,37.118266,2.3673691,,,,1.474,,,,592,,,,3.89751,,,,1161.29,,,,1626,,,,4403,,,,0.71
CANDIDATE,,229.259572,,61.008601,29.120986,,,,3.98,,,,950,,,,2.28524,,,,4.59168,,,,407,,,,4248,,,,0.71
FALSE POSITIVE,,86.300794,,18.461741,3.813812,,,,2.572,,,,2310,,,,3.44278,,,,177.52,,,,1016,,,,4689,,,,0.71
CANDIDATE,,85.62494,,28.549845,4.1459886,,,,2.604,,,,26190,,,,12.1704,,,,56.2686,,,,763,,,,3981,,,,0.71
CANDIDATE,,127.154488,,10.249488,13.8240078,,,,3.512,,,,1140,,,,2.38171,,,,35.732,,,,681,,,,5129,,,,0.71
CANDIDATE,,62.022558,,-12.332383,3.9017499,,,,1.845,,,,27430,,,,12.6062,,,,73.9553,,,,816,,,,4665,,,,0.71
CANDIDATE,,249.291448,,43.344761,6.5169955,,,,2.416,,,,930,,,,2.26174,,,,62.6073,,,,783,,,,4937.5,,,,0.71
CANDIDATE,,356.886316,,54.178308,3.4895723,,,,2.378,,,,32560,,,,12.9484,,,,87.9248,,,,853,,,,4315,,,,0.71
FALSE POSITIVE,,290.986777,,-36.910419,3.06555,,,,2.483,,,,2920,,,,5.41363,,,,1605.05,,,,1763,,,,5285,,,,0.71
FALSE POSITIVE,,285.786011,,64.230256,19.5078657,,,,4.603,,,,1770,,,,3.92839,,,,61.4917,,,,780,,,,4316,,,,0.71
CANDIDATE,,51.750188,,-63.500166,35.6134391,,,,3.512,,,,1575,,,,3.12194,,,,10.8612,,,,505,,,,4628.53,,,,0.71
FALSE POSITIVE,,281.197877,,62.685644,0.2666485,,,,1.075,,,,230,,,,1.30468,,,,3064.12,,,,2072,,,,4154,,,,0.71
CANDIDATE,,258.22327,,57.197778,4.3135263,,,,1.874,,,,274,,,,1.17405,,,,142.833,,,,963,,,,4920,,,,0.71
CANDIDATE,,248.553295,,60.195927,0.3814849,,,,0.565,,,,570,,,,2.0605,,,,931.396,,,,1539,,,,4255,,,,0.71
CANDIDATE,,9.347123,,40.905168,2.3322524,,,,1.4407556,,,,571.3138896,,,,1.902342,,,,267.3379607,,,,1031.299738,,,,4983.53,,,,0.708945
FALSE POSITIVE,,57.225546,,13.483139,2.294185,,,,2.750763,,,,697.472004,,,,1.95611,,,,304.478914,,,,1065.391077,,,,5062,,,,0.707445
CANDIDATE,,255.400714,,79.067126,2.125687,,,,1.4649664,,,,570.6858828,,,,1.6780073,,,,209.8814988,,,,970.7631647,,,,4428,,,,0.707159
